,level_0,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,index,Organization Name,Discipline / Field,Category,City,State,Project Description,Fiscal Year,Grant Amount,grant_length,7,1,2,3,4,5,6,LDA_label,bart_label_1,bart_label_2,bart_label_3,bart_score_1,bart_score_2,bart_score_3,lda_topic_6,lda_topic_1,lda_topic_2,lda_topic_3,lda_topic_4,lda_topic_5,LDA_label_6_topics,10k_bin,decile,lemma_list
125,125,125,276,276,277,Berkeley Symphony Orchestra,Music,Grants for Arts Projects,BERKELEY,CA,"Purpose: To support the Music in the Schools initiative. Additional Project Description: Project plans will include classroom visits by musicians, curriculum guides for teachers, a video series combining storytelling with music, school concerts with students rehearsing and performing side-by-side with orchestra musicians, and family concerts. The orchestra staff will collaborate with Berkeley Unified School District music teachers and staff to plan overall themes and select repertoire. Intended Beneficiaries: The program will serve students and their families in Berkeley, California. Intended Outcome: Beneficiaries engage with the arts.",2022,15000.0,364 days,0.001921440125443,0.015389054082334,0.230124220252037,0.5349857211112976,0.0091647682711482,0.1665280014276504,0.04188684374094,3,community outreach,composer commission,concert series,0.375602126121521,0.3542647361755371,0.0578141622245311,0.0036431597545742,0.5230944752693176,0.0643660277128219,0.0018274972680956,0.0018191450508311,0.405249685049057,lda_topic_1,"(10000, 20000]","(2502.65, 17385.0]","['purpose', 'support', 'music', 'school', 'initiative', 'additional', 'project', 'description', 'project', 'plan', 'include', 'classroom', 'visit', 'musician', 'curriculum', 'guide', 'teacher', 'video', 'series', 'combine', 'storytelle', 'music', 'school', 'concert', 'student', 'rehearse', 'perform', 'side', 'side', 'musician', 'family', 'concert', 'orchestra', 'staff', 'collaborate', 'unify', 'school', 'district', 'music', 'teacher', 'staff', 'plan', 'overall', 'theme', 'select', 'repertoire', 'intend', 'beneficiary', 'program', 'serve', 'student', 'family', 'outcome', 'beneficiary', 'engage', 'art']"
126,126,126,277,277,278,Berkeley Symphony Orchestra,Music,Grants for Arts Projects,BERKELEY,CA,To support the Music in the Schools initiative. Project plans may include both virtual and in-person concerts and the development of an online music education video library. Pre-recorded videos by musicians will feature interviews and instrument demonstrations for students to be introduced to symphony players.,2021,15000.0,364 days,0.0035795217845588,0.0917556136846542,0.2002166807651519,0.4714515507221222,0.0762383937835693,0.0461053475737571,0.1106528639793396,3,composer commission,community outreach,festival,0.3907474279403686,0.217914193868637,0.1530855447053909,0.0844727158546447,0.3110366761684418,0.019778998568654,0.0035132220946252,0.0034979551564902,0.5777004361152649,lda_topic_5,"(10000, 20000]","(2502.65, 17385.0]","['support', 'music', 'school', 'initiative', 'project', 'plan', 'include', 'virtual', 'person', 'concert', 'development', 'online', 'music', 'education', 'video', 'library', 'pre', 'record', 'video', 'musician', 'feature', 'interview', 'instrument', 'demonstration', 'student', 'introduce', 'symphony', 'player']"
127,127,127,278,278,279,Berkeley Symphony Orchestra,Music,Art Works,BERKELEY,CA,"To support the Music in the Schools initiative. Project plans include virtual offerings that will be accessed by students, parents, and teachers. Live video meetings and pre-recorded videos will take place to bring students together with symphony musicians.",2020,15000.0,364 days,0.0038302028551697,0.0330679900944232,0.0928164348006248,0.5217910408973694,0.1170561537146568,0.0512300841510295,0.180208072066307,3,composer commission,festival,concert series,0.2489599287509918,0.1764259338378906,0.174280434846878,0.0075392820872366,0.4515529572963714,0.067421518266201,0.0037681937683373,0.0037506811786442,0.4659673571586609,lda_topic_5,"(10000, 20000]","(2502.65, 17385.0]","['support', 'music', 'school', 'initiative', 'project', 'plan', 'include', 'virtual', 'offering', 'access', 'student', 'parent', 'teacher', 'live', 'video', 'meeting', 'pre', 'record', 'video', 'take', 'place', 'bring', 'student', 'together', 'symphony', 'musician']"
128,128,128,279,279,280,Berkeley Symphony Orchestra,Music,Art Works,BERKELEY,CA,"To support the Music in the Schools initiative. Project plans include classroom visits by musicians, curriculum guides for teachers, school concerts with students rehearsing and performing side-by-side with orchestra musicians, and family concerts. The orchestra staff will work in collaboration with Berkeley Unified School District music teachers and staff to plan overall themes, select repertoire, and work to align the initiative with state and national educational standards.",2019,15000.0,365 days,0.0023480607196688,0.0810878500342369,0.2573396265506744,0.6360663175582886,0.0113235805183649,0.005391932092607,0.0064426008611917,3,concert series,festival,community outreach,0.5478426814079285,0.2992044985294342,0.0553777627646923,0.004494700115174,0.6556196808815002,0.1095107048749923,0.0022518455516546,0.0022417788859456,0.225881278514862,lda_topic_1,"(10000, 20000]","(2502.65, 17385.0]","['support', 'music', 'school', 'initiative', 'project', 'plan', 'include', 'classroom', 'visit', 'musician', 'curriculum', 'guide', 'teacher', 'school', 'concert', 'student', 'rehearse', 'perform', 'side', 'side', 'musician', 'family', 'concert', 'orchestra', 'staff', 'work', 'collaboration', 'unify', 'school', 'district', 'music', 'teacher', 'staff', 'plan', 'overall', 'theme', 'select', 'repertoire', 'work', 'align', 'initiative', 'state', 'national', 'educational', 'standard']"
129,129,129,280,280,281,Berkeley Symphony Orchestra,Music,Art Works,BERKELEY,CA,"To support the Music in the Schools initiative. Project plans include classroom visits by musicians, curriculum guides for teachers, school concerts with students rehearsing and performing side-by-side with orchestra musicians, and family concerts. The orchestra staff will work in collaboration with Berkeley Unified School District music teachers and staff to plan overall themes, select repertoire, and work to align the initiative with state and national educational standards.",2018,20000.0,364 days,0.0023480607196688,0.0810923501849174,0.2573378384113312,0.6360636353492737,0.0113235907629132,0.0053919316269457,0.0064426003955304,3,student education,community outreach,covid relief,0.5739915370941162,0.1864164322614669,0.0645872950553894,0.0044947005808353,0.6556301116943359,0.1095082238316536,0.0022518455516546,0.0022417788859456,0.2258733063936233,lda_topic_1,"(10000, 20000]","(17385.0, 32120.0]","['support', 'music', 'school', 'initiative', 'project', 'plan', 'include', 'classroom', 'visit', 'musician', 'curriculum', 'guide', 'teacher', 'school', 'concert', 'student', 'rehearse', 'perform', 'side', 'side', 'musician', 'family', 'concert', 'orchestra', 'staff', 'work', 'collaboration', 'unify', 'school', 'district', 'music', 'teacher', 'staff', 'plan', 'overall', 'theme', 'select', 'repertoire', 'work', 'align', 'initiative', 'state', 'national', 'educational', 'standard']"
130,130,130,281,281,282,Berkeley Symphony Orchestra,Music,Art Works,BERKELEY,CA,"To support the Music in the Schools initiative. Project plans will include classroom visits by musicians, curriculum guides for teachers, school concerts with students rehearsing and performing side-by-side with orchestra musicians, and family concerts. The orchestra staff will work in collaboration with Berkeley Unified School District music teachers and staff to plan overall themes, select repertoire, and ensure the initiative aligns with state and national educational standards.",2017,15000.0,333 days,0.0023482695687562,0.0507480651140213,0.2612882554531097,0.6385089159011841,0.0113299340009689,0.0053934697061777,0.0303830876946449,3,student education,community outreach,concert series,0.6267654895782471,0.1962576508522033,0.0578862130641937,0.0044944854453206,0.6836633086204529,0.0784018859267234,0.0022519591730087,0.0022418890148401,0.2289465218782425,lda_topic_1,"(10000, 20000]","(2502.65, 17385.0]","['support', 'music', 'school', 'initiative', 'project', 'plan', 'include', 'classroom', 'visit', 'musician', 'curriculum', 'guide', 'teacher', 'school', 'concert', 'student', 'rehearse', 'perform', 'side', 'side', 'musician', 'family', 'concert', 'orchestra', 'staff', 'work', 'collaboration', 'unify', 'school', 'district', 'music', 'teacher', 'staff', 'plan', 'overall', 'theme', 'select', 'repertoire', 'ensure', 'initiative', 'align', 'state', 'national', 'educational', 'standard']"
131,131,131,282,282,283,Berkeley Symphony Orchestra,Music,Art Works,BERKELEY,CA,"To support the Music in the Schools initiative. Project plans will include classroom visits by musicians, curriculum guides for teachers, school concerts with students rehearsing and performing side by side with orchestra musicians, and family concerts. The orchestra staff will work in collaboration with Berkeley Unified School District music teachers and staff to plan overall themes, select repertoire, and ensure the initiative aligns with state and national educational standards.",2016,15000.0,364 days,0.0023482695687562,0.0507510043680667,0.2612868845462799,0.6385074257850647,0.0113299367949366,0.0053934697061777,0.0303830448538064,3,student education,community outreach,concert series,0.5605016350746155,0.1755095720291137,0.1100900545716285,0.0044944868423044,0.6836712956428528,0.0784079954028129,0.0022519591730087,0.0022418890148401,0.2289324104785919,lda_topic_1,"(10000, 20000]","(2502.65, 17385.0]","['support', 'music', 'school', 'initiative', 'project', 'plan', 'include', 'classroom', 'visit', 'musician', 'curriculum', 'guide', 'teacher', 'school', 'concert', 'student', 'rehearse', 'perform', 'side', 'side', 'musician', 'family', 'concert', 'orchestra', 'staff', 'work', 'collaboration', 'unify', 'school', 'district', 'music', 'teacher', 'staff', 'plan', 'overall', 'theme', 'select', 'repertoire', 'ensure', 'initiative', 'align', 'state', 'national', 'educational', 'standard']"
132,132,132,283,283,284,Berkeley Symphony Orchestra,Music,Art Works,BERKELEY,CA,"To support the Music in the Schools initiative. Project plans will include classroom visits by musicians, curriculum guides for teachers, school concerts with students rehearsing and performing side-by-side with orchestra musicians, and Family Concerts. The orchestra staff will work in collaboration with Berkeley Unified School District music teachers and staff to plan overall themes, select repertoire, and ensure the initiative aligns with state and national educational standards.",2015,15000.0,365 days,0.0023482695687562,0.0507678501307964,0.2612794041633606,0.6384979486465454,0.0113299814984202,0.0053934692405164,0.0303830746561288,3,community outreach,student education,covid relief,0.4669011235237121,0.4001990556716919,0.0295136459171772,0.0044944859109818,0.6836637854576111,0.0784027278423309,0.0022519591730087,0.0022418890148401,0.228945180773735,lda_topic_1,"(10000, 20000]","(2502.65, 17385.0]","['support', 'music', 'school', 'initiative', 'project', 'plan', 'include', 'classroom', 'visit', 'musician', 'curriculum', 'guide', 'teacher', 'school', 'concert', 'student', 'rehearse', 'perform', 'side', 'side', 'musician', 'family', 'concert', 'orchestra', 'staff', 'work', 'collaboration', 'unify', 'school', 'district', 'music', 'teacher', 'staff', 'plan', 'overall', 'theme', 'select', 'repertoire', 'ensure', 'initiative', 'align', 'state', 'national', 'educational', 'standard']"
133,133,133,284,284,285,Berkeley Symphony Orchestra,Music,Art Works,BERKELEY,CA,"To support the Music in the Schools initiative. Plans include classroom visits by musicians, curriculum guides for teachers, school concerts with students rehearsing and performing side-by-side with orchestra musicians, and Family Concerts.",2014,12500.0,364 days,0.0043931468389928,0.0314742885529994,0.3027054071426391,0.6185579299926758,0.0209512691944837,0.0100476574152708,0.0118702631443738,3,concert series,community outreach,covid relief,0.4497436285018921,0.2449314892292022,0.115200936794281,0.0087787257507443,0.7685394883155823,0.0233456268906593,0.0043789041228592,0.0043583950027823,0.1905988603830337,lda_topic_1,"(10000, 20000]","(2502.65, 17385.0]","['support', 'music', 'school', 'initiative', 'plan', 'include', 'classroom', 'visit', 'musician', 'curriculum', 'guide', 'teacher', 'school', 'concert', 'student', 'rehearse', 'perform', 'side', 'side', 'musician', 'family', 'concert']"
134,134,134,285,285,286,Berkeley Symphony Orchestra,Music,Art Works,BERKELEY,CA,"To support the Music in the Schools initiative. Plans include classroom visits by musicians, school concerts with students playing side-by-side with orchestra musicians, and family concerts.",2013,12500.0,364 days,0.0051781455986201,0.0370336808264255,0.3244586884975433,0.58042311668396,0.0270386878401041,0.0118457479402422,0.0140219256281852,3,composer commission,community outreach,concert series,0.3294058442115783,0.1619613468647003,0.1549655348062515,0.0105206677690148,0.7373062968254089,0.0932245180010795,0.0052397004328668,0.0052150329574942,0.1484938263893127,lda_topic_1,"(10000, 20000]","(2502.65, 17385.0]","['support', 'music', 'school', 'initiative', 'plan', 'include', 'classroom', 'visit', 'musician', 'school', 'concert', 'student', 'play', 'side', 'side', 'musician', 'family', 'concert']"
135,135,135,298,298,299,Billings Symphony Society,Music,Grants for Arts Projects,Billings,MT,"To support concerts in celebration of Native American music and dance with related educational activities. Activities will include concerts in collaboration with the Northern Cheyenne tribe that will take place in concert halls, schools, and community festivals. Held in Yellowstone and Big Horn counties, event topics will range from traditional Native American dance to hip-hop/pow-wow fusion.",2021,13000.0,213 days,0.0028394027613103,0.2300200760364532,0.2853680849075317,0.1071742698550224,0.2530548274517059,0.0639215931296348,0.0576217547059059,2,composer commission,student education,community outreach,0.346381813287735,0.2449634820222854,0.2244957387447357,0.0054647680371999,0.1235265284776687,0.5778130888938904,0.0027112790849059,0.0026988328900188,0.287785530090332,lda_topic_2,"(10000, 20000]","(2502.65, 17385.0]","['support', 'concert', 'celebration', 'native', 'american', 'music', 'dance', 'relate', 'educational', 'activity', 'activity', 'include', 'concert', 'collaboration', 'northern', 'tribe', 'take', 'place', 'concert', 'hall', 'school', 'community', 'festival', 'hold', 'big', 'horn', 'county', 'event', 'topic', 'range', 'traditional', 'native', 'american', 'dance', 'hip', 'pow', 'fusion']"
136,136,136,299,299,300,Billings Symphony Society,Challenge America,Challenge America,Billings,MT,"To support a concert performance of West Side Story, and related outreach activities. Guest artists vocalists Jessica Soza, Marc Koeck, Beau Hutchings, and Aline Mayagoitia will perform with the symphony and participate in artist talks and community discussions.",2020,10000.0,151 days,0.0047455509193241,0.0322319045662879,0.7804763317108154,0.0926380082964897,0.0661394298076629,0.0109735904261469,0.0127952359616756,2,student education,concert series,community outreach,0.4891919791698456,0.21893972158432,0.1510924398899078,0.0091888960450887,0.1253866106271743,0.0302975494414567,0.0045740734785795,0.0045527764596045,0.8260000944137573,lda_topic_5,"(0, 10000]","(2502.65, 17385.0]","['support', 'concert', 'performance', 'west', 'side', 'story', 'related', 'outreach', 'activity', 'guest', 'artist', 'vocalist', 'hutching', 'aline', 'perform', 'symphony', 'participate', 'artist', 'talk', 'community', 'discussion']"
137,137,137,300,300,301,Billings Symphony Society,"Coronavirus Aid, Relief, and Economic Security (CARES) Act","Coronavirus Aid, Relief, and Economic Security (CARES) Act",Billings,MT,To support personnel and facilities costs in response to the COVID-19 pandemic.,2020,50000.0,364 days,0.6061025261878967,0.0681846663355827,0.1321226507425308,0.095980055630207,0.0470601506531238,0.0232630874961614,0.0272868480533361,7,student education,chamber music,covid relief,0.250314325094223,0.1308394968509674,0.1171813532710075,0.0226679667830467,0.0506205968558788,0.0567897036671638,0.7541592717170715,0.0113509148359298,0.1044115275144577,lda_topic_3,"(40000, 50000]","(46855.0, 61590.0]","['support', 'personnel', 'facility', 'cost', 'response', 'covid', 'pandemic']"
138,138,138,301,301,302,Billings Symphony Society,Challenge America,Challenge America,Billings,MT,"To support symphony performances and educational outreach in honor of Black History Month and the 60th anniversary of the founding of Motown Records. Guest artists are Sydney Morton and Jarran Muse. Educational outreach will include artist talks and visits to sites such as schools, community organizations, and correctional facilities.",2019,10000.0,58 days,0.0035337503068149,0.0971898287534713,0.4488943815231323,0.1052358523011207,0.2629288136959076,0.0417277142405509,0.040489662438631,2,covid relief,operations jobs,composer commission,0.2453148812055587,0.2016252726316452,0.1595541536808014,0.0068085133098065,0.0214199963957071,0.1301894932985305,0.0034039788879454,0.0033877892419695,0.8347902297973633,lda_topic_5,"(0, 10000]","(2502.65, 17385.0]","['support', 'symphony', 'performance', 'educational', 'outreach', 'honor', 'black', 'history', 'month', 'th', 'anniversary', 'founding', 'motown', 'record', 'guest', 'artist', 'educational', 'outreach', 'include', 'artist', 'talk', 'visit', 'site', 'such', 'school', 'community', 'organization', 'correctional', 'facility']"
139,139,139,302,302,303,Billings Symphony Society,Challenge America,Challenge America,Billings,MT,"To support performances and educational outreach by trumpeter Rex Richardson. Richardson will perform a selection of classic and contemporary works with the Billings Symphony Orchestra and Chorale. He will also visit local schools serving rural, low-income, and Native American students to provide outreach such as performances and workshops.",2017,10000.0,119 days,0.0033764352556318,0.121051125228405,0.4843607246875763,0.2918959558010101,0.0821749567985534,0.0080896886065602,0.0090511357411742,2,student education,community outreach,cultural diversity,0.327784389257431,0.2317695617675781,0.098510056734085,0.2841351628303528,0.1395100802183151,0.309889405965805,0.0032964304555207,0.0392184071242809,0.2239505350589752,lda_topic_2,"(0, 10000]","(2502.65, 17385.0]","['support', 'performance', 'educational', 'outreach', 'trumpeter', 'perform', 'selection', 'classic', 'contemporary', 'work', 'billing', 'symphony', 'orchestra', 'chorale', 'also', 'visit', 'local', 'school', 'serve', 'rural', 'low', 'income', 'native', 'american', 'student', 'provide', 'outreach', 'such', 'performance', 'workshop']"
140,140,140,303,303,304,Billings Symphony Society,Challenge America,Challenge America,Billings,MT,"To support a concert and related activities featuring singers Christie Conover and Lisa Chavez and a performance of Mahler's ""Symphony No. 2."" In addition to the performance, soprano Conover and mezzo-soprano Chavez will conduct outreach activities for underserved populations in rural and geographically isolated communities. Activities will take place at local Title I schools and outlying rural schools on the Crow Indian Reservation, and with the Praise Choir at the Montana State Women's Prison.",2016,10000.0,181 days,0.0026922337710857,0.0289082992821931,0.5136979222297668,0.1370424181222915,0.1514773666858673,0.0062570804730057,0.1599246710538864,2,student education,community outreach,cultural diversity,0.2831117510795593,0.245794728398323,0.1410911977291107,0.5525127053260803,0.1107901558279991,0.0864155814051628,0.0024612948764115,0.0024500200524926,0.2453702539205551,lda_topic_6,"(0, 10000]","(2502.65, 17385.0]","['support', 'concert', 'relate', 'activity', 'feature', 'singer', 'performance', 'mahler', 'symphony', 'addition', 'performance', 'soprano', 'conover', 'soprano', 'chavez', 'conduct', 'outreach', 'activity', 'underserved', 'population', 'rural', 'geographically', 'isolate', 'community', 'activity', 'take', 'place', 'local', 'title', 'school', 'outlying', 'rural', 'school', 'crow', 'indian', 'reservation', 'praise', 'choir', 'state', 'women', 'prison']"
141,141,141,304,304,305,Billings Symphony Society,Challenge America,Challenge America,Billings,MT,"To support Bringing the World to Billings, a concert series and related activities. The project will introduce a geographically and economically isolated audience to faraway places through live orchestral music and extensive community outreach activities associated with each concert. Proposed guest artists include pianist Andrew von Oeyen, countertenor Paul Bork, soprano Christine Steyer, and baritone Andrew Wilkowske.",2014,10000.0,119 days,0.0033355944324284,0.1515699028968811,0.5388829708099365,0.0786517262458801,0.066594548523426,0.118156723678112,0.0428085960447788,2,student education,community outreach,concert series,0.3598504364490509,0.226773127913475,0.0820186957716941,0.2852103114128113,0.0374983549118042,0.0763294994831085,0.0031093412544578,0.0030948389321565,0.5947576761245728,lda_topic_5,"(0, 10000]","(2502.65, 17385.0]","['support', 'bring', 'world', 'billing', 'concert', 'series', 'related', 'activity', 'project', 'introduce', 'geographically', 'economically', 'isolate', 'audience', 'faraway', 'place', 'live', 'orchestral', 'music', 'extensive', 'community', 'outreach', 'activity', 'associate', 'concert', 'propose', 'guest', 'artist', 'include', 'pianist', 'christine', 'steyer']"
142,142,142,305,305,306,Billings Symphony Society,Challenge America,Challenge America,Billings,MT,"To support a concert series and related outreach activities celebrating American, Latin, and British symphonic music. Guest artists, including pianist Michael Chertock, will participate in outreach activities including master classes, a music seminar, pre/post-concert discussions, and an open rehearsal.",2013,10000.0,88 days,0.0036936763208359,0.1291561871767044,0.612863302230835,0.1674679517745971,0.0683765113353729,0.008508937433362,0.0099334381520748,2,cultural diversity,student education,community outreach,0.3163514733314514,0.2134656757116317,0.1300338506698608,0.007406604476273,0.1110465005040168,0.025973780080676,0.0036350958980619,0.0036181369796395,0.8483198881149292,lda_topic_5,"(0, 10000]","(2502.65, 17385.0]","['support', 'concert', 'series', 'related', 'outreach', 'activity', 'celebrate', 'british', 'symphonic', 'music', 'guest', 'artist', 'include', 'pianist', 'participate', 'outreach', 'activity', 'include', 'master', 'class', 'music', 'seminar', 'post', 'concert', 'discussion', 'open', 'rehearsal']"
143,143,143,312,312,313,Bismarck Mandan Orchestral Association,Challenge America,Challenge America,Bismarck,ND,"To support To Spain: Guitarist Petar Jankovic in North Dakota, including performances and workshops conducted by the classical guitarist. Project activities will include Jankovic's participation in narrative performances for local youth, a performance at an assisted living center, and his performance during BMSO's season-opening subscription concert.",2013,10000.0,182 days,0.0039569153450429,0.0370818562805652,0.6011435389518738,0.1449973136186599,0.1179310753941536,0.0094620427116751,0.0854272693395614,2,concert series,festival,chamber music,0.4403481483459472,0.1500767916440963,0.1254989802837371,0.3807336688041687,0.0890624374151229,0.1026571244001388,0.0037643834948539,0.0379336550831794,0.385848730802536,lda_topic_5,"(0, 10000]","(2502.65, 17385.0]","['support', 'include', 'performance', 'workshop', 'conduct', 'classical', 'guitarist', 'project', 'activity', 'include', 'jankovic', 'participation', 'narrative', 'performance', 'local', 'youth', 'performance', 'assisted', 'living', 'center', 'performance', 'bmsos', 'season', 'open', 'subscription', 'concert']"
144,144,144,316,316,317,"Black Pearl Chamber Orchestra, Inc",American Rescue Plan,American Rescue Plan (ARP) Grants to Organizations,PHILADELPHIA,PA,"Purpose: To support personnel and facilities expenses in response to and recovery from the COVID-19 pandemic. Additional Project Description: The support will help the organization maintain operations during recovery from the devastating economic and health effects of the COVID-19 pandemic. Intended Beneficiaries: This assistance will benefit the organization’s constituency, such as arts workers, artists, and audiences. Intended Outcome: Artistic activities and traditions are supported to strengthen the nation’s cultural infrastructure.",2022,100000.0,486 days,0.6507872343063354,0.0160988606512546,0.0360526740550994,0.0227355305105447,0.0109000401571393,0.2571038007736206,0.0063218879513442,7,community outreach,student education,concert series,0.5559251308441162,0.1914705485105514,0.0601168163120746,0.004477244336158,0.0101485745981335,0.7604192495346069,0.1712738126516342,0.0022412110120058,0.0514398850500583,lda_topic_2,"(90000, 100000]","(91060.0, 105795.0]","['purpose', 'support', 'personnel', 'facility', 'expense', 'response', 'recovery', 'covid', 'pandemic', 'additional', 'project', 'description', 'support', 'help', 'organization', 'maintain', 'operation', 'recovery', 'devastating', 'economic', 'health', 'effect', 'covid', 'pandemic', 'intend', 'beneficiary', 'assistance', 'benefit', 'organization', 'constituency', 'such', 'art', 'worker', 'artist', 'audience', 'intend', 'outcome', 'artistic', 'activity', 'tradition', 'support', 'strengthen', 'nation', 'cultural', 'infrastructure']"
145,145,145,317,317,318,"Black Pearl Chamber Orchestra, Inc",Music,Grants for Arts Projects,PHILADELPHIA,PA,To support general operating costs in response to the COVID-19 pandemic.,2021,15000.0,456 days,0.6064898371696472,0.0681835487484932,0.1321128457784652,0.0959784761071205,0.0466853752732276,0.0232630800455808,0.0272868406027555,7,concert series,community outreach,chamber music,0.4427959024906158,0.1864331215620041,0.1029422953724861,0.0226678997278213,0.0506200939416885,0.0567896217107772,0.7558014392852783,0.0113508990034461,0.1027700528502464,lda_topic_3,"(10000, 20000]","(2502.65, 17385.0]","['support', 'general', 'operating', 'cost', 'response', 'covid', 'pandemic']"
146,146,146,318,318,319,"Black Pearl Chamber Orchestra, Inc",Challenge America,Challenge America,PHILADELPHIA,PA,To support music performances by the Black Pearl Chamber Orchestra and related outreach activities that highlight the contributions of African-American women in classical music. Open rehearsal events will engage local middle school and high school students in the work of professional musicians and orchestras.,2020,10000.0,212 days,0.0035793723072856,0.1355059742927551,0.3363683819770813,0.3298566341400146,0.1285568624734878,0.0564889535307884,0.0096437791362404,2,festival,concert series,community outreach,0.4664340913295746,0.1787294000387191,0.1621867269277572,0.007091418839991,0.2898866534233093,0.1630187332630157,0.0035131406038999,0.0034971355926245,0.5329928994178772,lda_topic_5,"(0, 10000]","(2502.65, 17385.0]","['support', 'music', 'performance', 'black', 'related', 'outreach', 'activity', 'highlight', 'contribution', 'african', 'american', 'woman', 'classical', 'music', 'open', 'rehearsal', 'event', 'engage', 'local', 'middle', 'school', 'high', 'school', 'student', 'work', 'professional', 'musician', 'orchestra']"
147,147,147,319,319,320,"Black Pearl Chamber Orchestra, Inc","Coronavirus Aid, Relief, and Economic Security (CARES) Act","Coronavirus Aid, Relief, and Economic Security (CARES) Act",PHILADELPHIA,PA,To support personnel costs in response to the COVID-19 pandemic.,2020,50000.0,214 days,0.5653030276298523,0.0750776007771492,0.1473079621791839,0.1056965738534927,0.0511973947286605,0.0255030319094657,0.0299144405871629,7,concert series,community outreach,festival,0.4504320025444031,0.1500801146030426,0.0839365571737289,0.0253871046006679,0.0567811466753482,0.0637875720858573,0.7256609797477722,0.0127105396240949,0.1156726256012916,lda_topic_3,"(40000, 50000]","(46855.0, 61590.0]","['support', 'personnel', 'cost', 'response', 'covid', 'pandemic']"
148,148,148,320,320,321,"Black Pearl Chamber Orchestra, Inc",Challenge America,Challenge America,PHILADELPHIA,PA,"To support concert performances and related outreach activities in honor of Black History and Women’s History Months. Guest artists including flutist Julietta Curenton will highlight the contributions of African-Americans and women in classical music. The orchestra aims to attract new and diverse audiences to classical music, and will partner with Cheyney University of Pennsylvania, the nation’s first historically black university, to present the concerts. Outreach will include activities such as artist talks and a documentary video.",2019,10000.0,150 days,0.0236191358417272,0.117749311029911,0.388221800327301,0.0350899696350097,0.2254016697406768,0.1207210198044776,0.08919707685709,2,community outreach,concert series,cultural diversity,0.2883130013942718,0.2020877748727798,0.1660461872816085,0.0532126612961292,0.0110191032290458,0.2086099535226822,0.0022053807042539,0.0021951743401587,0.7227576971054077,lda_topic_5,"(0, 10000]","(2502.65, 17385.0]","['support', 'concert', 'performance', 'related', 'outreach', 'activity', 'honor', 'black', 'history', 'woman', 'history', 'month', 'guest', 'artist', 'include', 'flutist', 'highlight', 'contribution', 'african', 'woman', 'classical', 'music', 'orchestra', 'aim', 'attract', 'new', 'diverse', 'audience', 'classical', 'music', 'partner', 'nation', 'first', 'historically', 'black', 'university', 'present', 'concert', 'outreach', 'include', 'activity', 'such', 'artist', 'talk', 'documentary', 'video']"
149,149,149,321,321,322,"Black Pearl Chamber Orchestra, Inc",Music,Art Works,PHILADELPHIA,PA,"To support the Black Pearl @ the Dell. Plans include a summer orchestral residency in Philadelphia's East Fairmount Park at the historic Dell Music Center, an outdoor amphitheater. The concert titled Citywide Side by Side will take place with orchestra musicians performing alongside auditioned adult amateurs and youth musicians under the direction of Music Director Jeri Lynne Johnson. Discounted tickets and transportation will be offered to area youth and senior citizens.",2016,10000.0,152 days,0.028420953080058,0.0242405012249946,0.3201033174991607,0.3284870386123657,0.0131193418055772,0.1600026190280914,0.1256262063980102,3,covid relief,operations jobs,composer commission,0.2453148812055587,0.2016252726316452,0.1595541536808014,0.0513929240405559,0.2905732989311218,0.0916113704442977,0.178357645869255,0.0025095560122281,0.3855552077293396,lda_topic_5,"(0, 10000]","(2502.65, 17385.0]","['support', 'black', 'pearl', 'plan', 'include', 'summer', 'orchestral', 'residency', 'philadelphia', 'park', 'historic', 'center', 'outdoor', 'amphitheater', 'concert', 'title', 'citywide', 'side', 'side', 'take', 'place', 'musician', 'perform', 'alongside', 'auditioned', 'adult', 'amateur', 'youth', 'musician', 'direction', 'music', 'director', 'discount', 'ticket', 'transportation', 'offer', 'area', 'youth', 'senior', 'citizen']"
150,150,150,322,322,323,"Black Pearl Chamber Orchestra, Inc",Music,Art Works,PHILADELPHIA,PA,"To support ""City Wide Side-by-Side."" The project includes a concert offering amateur musicians the chance to perform Beethoven's 9th Symphony along with orchestra musicians under the direction of Music Director Jeri Lynne Johnson. Area amateur musicians will be selected through audition and will rehearse and perform with orchestra musicians. The event will be documented in a mini-documentary for broadcast on WHYY-TV and webcast.",2014,10000.0,364 days,0.0310670640319585,0.029550353065133,0.3155393898487091,0.3297483921051025,0.1984991133213043,0.0071478956378996,0.0884478092193603,3,student education,recording tour,community outreach,0.3569881916046142,0.1664581149816513,0.0978743359446525,0.381080150604248,0.3257078826427459,0.1328631788492202,0.0029351008124649,0.0029234408866614,0.1544902622699737,lda_topic_6,"(0, 10000]","(2502.65, 17385.0]","['support', 'city', 'wide', 'side', 'side', 'project', 'include', 'concert', 'offer', 'amateur', 'musician', 'chance', 'perform', 'beethoven', 'symphony', 'orchestra', 'musician', 'direction', 'music', 'director', 'musician', 'select', 'audition', 'rehearse', 'perform', 'musician', 'event', 'document', 'mini', 'documentary', 'broadcast', 'whyy', 'tv', 'webcast']"
