,Unnamed: 0.1,Unnamed: 0,index,Organization Name,Discipline / Field,Category,City,State,Project Description,Fiscal Year,Grant Amount,grant_length,7,1,2,3,4,5,6,LDA_label,bart_label_1,bart_label_2,bart_label_3,bart_score_1,bart_score_2,bart_score_3,lda_topic_6,lda_topic_1,lda_topic_2,lda_topic_3,lda_topic_4,lda_topic_5,LDA_label_6_topics,10k_bin,decile,lemma_list
52,151,151,152,American Youth Philharmonic Orchestras,Music,Grants for Arts Projects,ANNANDALE,VA,"Purpose: To support the Chamber Ensemble Program. Additional Project Description: In partnership with the Ensemble da Camera of Washington, D.C., professional musicians will lead coaching sessions, conduct free public master classes, and present concerts. Student ensembles also will receive master class critiques, as well as perform with the musicians of Ensemble da Camera. Intended Beneficiaries: The program will benefit student musicians in the orchestra as well as audiences from the greater Washington, D.C., area. Intended Outcome: Beneficiaries acquire knowledge and skills in the arts.",2022,10000.0,364 days,0.0019519756315276,0.0149511499330401,0.0837327465415,0.4423857033252716,0.229721799492836,0.2220031321048736,0.0052534695714712,3,concert series,cultural diversity,community outreach,0.4021883308887481,0.2700113356113434,0.1168451607227325,0.2265959531068802,0.28736329078674316,0.01041282620280981,0.0018590555991977453,0.0018506658961996436,0.4719181954860687,lda_topic_5,"(0, 10000]","(2502.65, 17385.0]","['purpose', 'support', 'chamber', 'ensemble', 'program', 'additional', 'project', 'description', 'partnership', 'ensemble', 'camera', 'professional', 'musician', 'lead', 'coach', 'session', 'conduct', 'free', 'public', 'master', 'class', 'present', 'concert', 'student', 'ensemble', 'also', 'receive', 'master', 'class', 'critique', 'as', 'well', 'perform', 'musician', 'ensemble', 'camera', 'intend', 'beneficiary', 'program', 'benefit', 'student', 'musician', 'orchestra', 'as', 'well', 'audience', 'great', 'area', 'intend', 'outcome', 'beneficiary', 'acquire', 'knowledge', 'skill', 'art']"
53,152,152,153,American Youth Philharmonic Orchestras,Music,Grants for Arts Projects,ANNANDALE,VA,"To support the Chamber Ensemble Program. In partnership with the Ensemble da Camera of Washington, D.C., professional musicians will lead coaching sessions, conduct free public master classes, and present concerts. Student ensembles will also receive master class critiques, as well as perform with the musicians of Ensemble da Camera.",2021,10000.0,364 days,0.0031859106384217,0.0233030747622251,0.1323770135641098,0.4940586388111114,0.3312059938907623,0.0073304688557982,0.0085389195010066,3,community outreach,concert series,covid relief,0.7896462082862854,0.1111039519309997,0.0246339458972215,0.6641106009483337,0.24481835961341858,0.016253508627414703,0.0031039470341056585,0.003089727833867073,0.06862390786409378,lda_topic_6,"(0, 10000]","(2502.65, 17385.0]","['support', 'chamber', 'ensemble', 'program', 'partnership', 'ensemble', 'camera', 'professional', 'musician', 'lead', 'coach', 'session', 'conduct', 'free', 'public', 'master', 'class', 'present', 'concert', 'student', 'ensemble', 'also', 'receive', 'master', 'class', 'critique', 'as', 'well', 'perform', 'musician', 'ensemble', 'camera']"
54,153,153,154,American Youth Philharmonic Orchestras,Music,Art Works,ANNANDALE,VA,"To support the Chamber Ensemble Program. In partnership with the Ensemble da Camera of Washington, D.C., professional musicians will lead coaching sessions, conduct free public master classes, and present concerts. Student ensembles will receive ongoing coaching and master class critiques, as well as perform with the musicians of Ensemble da Camera. Instruction and programming will take place virtually as necessary.",2020,15000.0,364 days,0.0026719325687736,0.019478291273117,0.1007092595100402,0.469479501247406,0.3251482844352722,0.0061869844794273,0.0763257667422294,3,operations jobs,covid relief,cultural diversity,0.2630574703216553,0.1649982184171676,0.1415173113346099,0.6004113554954529,0.20299233496189117,0.01353221945464611,0.002578485757112503,0.002566711278632283,0.17791888117790222,lda_topic_6,"(10000, 20000]","(2502.65, 17385.0]","['support', 'chamber', 'ensemble', 'program', 'partnership', 'ensemble', 'camera', 'professional', 'musician', 'lead', 'coach', 'session', 'conduct', 'free', 'public', 'master', 'class', 'present', 'concert', 'student', 'ensemble', 'receive', 'ongoing', 'coaching', 'master', 'class', 'critique', 'as', 'well', 'perform', 'musician', 'ensemble', 'camera', 'instruction', 'programming', 'take', 'place', 'virtually', 'necessary']"
55,154,154,155,American Youth Philharmonic Orchestras,"Coronavirus Aid, Relief, and Economic Security (CARES) Act","Coronavirus Aid, Relief, and Economic Security (CARES) Act",ANNANDALE,VA,To support personnel costs in response to the COVID-19 pandemic.,2020,50000.0,364 days,0.5652987360954285,0.0750776678323745,0.1473122239112854,0.1056965589523315,0.0511973947286605,0.0255030319094657,0.0299144405871629,7,covid relief,operations jobs,composer commission,0.2453148812055587,0.2016252726316452,0.1595541536808014,0.025387106463313103,0.05678107589483261,0.06378762423992157,0.7256616950035095,0.012710539624094963,0.11567196995019913,lda_topic_3,"(40000, 50000]","(46855.0, 61590.0]","['support', 'personnel', 'cost', 'response', 'covid', 'pandemic']"
56,155,155,156,American Youth Philharmonic Orchestras,Music,Art Works,ANNANDALE,VA,"To support the Chamber Ensemble Program. In partnership with the Ensemble da Camera of Washington, D.C., professional musicians will lead coaching sessions, conduct free public master classes, and present concerts. Student ensembles will receive ongoing coaching and master class critiques, as well as perform with the musicians of Ensemble da Camera.",2019,15000.0,365 days,0.0031007316429167,0.0227365344762802,0.1189310476183891,0.4878144562244415,0.3519750237464905,0.0071315872482955,0.0083106281235814,3,covid relief,composer commission,operations jobs,0.2046674489974975,0.1873199790716171,0.1337799429893493,0.7191810011863708,0.19709664583206177,0.015686338767409325,0.0030161719769239426,0.003002418205142021,0.06201740726828575,lda_topic_6,"(10000, 20000]","(2502.65, 17385.0]","['support', 'chamber', 'ensemble', 'program', 'partnership', 'ensemble', 'camera', 'professional', 'musician', 'lead', 'coach', 'session', 'conduct', 'free', 'public', 'master', 'class', 'present', 'concert', 'student', 'ensemble', 'receive', 'ongoing', 'coaching', 'master', 'class', 'critique', 'as', 'well', 'perform', 'musician', 'ensemble', 'camera']"
57,156,156,157,American Youth Philharmonic Orchestras,Music,Art Works,ANNANDALE,VA,"To support the Chamber Ensemble Program. In partnership with the Ensemble da Camera of Washington, D.C., professional musicians will lead coaching sessions, conduct free public master classes, and present concerts. Chamber ensembles will be formed with students from the orchestra's most advanced youth ensembles. The student ensembles will receive ongoing coaching and master class critiques, as well as perform with the musicians of Ensemble da Camera.",2018,20000.0,364 days,0.0024992253165692,0.0184275023639202,0.0965039581060409,0.4766012728214264,0.3492045700550079,0.0285381730645895,0.0282253101468086,3,student education,community outreach,concert series,0.3444864749908447,0.198806807398796,0.1309724003076553,0.7239096760749817,0.21361692249774933,0.012421180494129658,0.002404038095846772,0.002393107395619154,0.04525504261255264,lda_topic_6,"(10000, 20000]","(17385.0, 32120.0]","['support', 'chamber', 'ensemble', 'program', 'partnership', 'ensemble', 'camera', 'professional', 'musician', 'lead', 'coach', 'session', 'conduct', 'free', 'public', 'master', 'class', 'present', 'concert', 'chamber', 'ensemble', 'form', 'student', 'orchestra', 'most', 'advanced', 'youth', 'ensemble', 'student', 'ensemble', 'receive', 'ongoing', 'coaching', 'master', 'class', 'critique', 'as', 'well', 'perform', 'musician', 'ensemble', 'camera']"
58,157,157,158,American Youth Philharmonic Orchestras,Music,Art Works,ANNANDALE,VA,"To support the Chamber Ensemble Program. In partnership with the Ensemble da Camera of Washington, D.C., professional musicians will lead coaching sessions, conduct free public master classes, and present concerts. Chamber ensembles will be formed with students from the orchestra's most advanced youth ensembles. The student ensembles will receive ongoing coaching and master class critiques, as well as perform with the musicians of Ensemble da Camera.",2016,15000.0,364 days,0.0024992253165692,0.0184391420334577,0.0964927226305008,0.4765999615192413,0.3492054045200348,0.0285382736474275,0.0282253101468086,3,composer commission,community outreach,chamber music,0.567785918712616,0.1509484648704528,0.1392230838537216,0.7238990068435669,0.21360208094120026,0.012421154417097569,0.0024040385615080595,0.0023931078612804413,0.04528060927987099,lda_topic_6,"(10000, 20000]","(2502.65, 17385.0]","['support', 'chamber', 'ensemble', 'program', 'partnership', 'ensemble', 'camera', 'professional', 'musician', 'lead', 'coach', 'session', 'conduct', 'free', 'public', 'master', 'class', 'present', 'concert', 'chamber', 'ensemble', 'form', 'student', 'orchestra', 'most', 'advanced', 'youth', 'ensemble', 'student', 'ensemble', 'receive', 'ongoing', 'coaching', 'master', 'class', 'critique', 'as', 'well', 'perform', 'musician', 'ensemble', 'camera']"
59,158,158,159,American Youth Philharmonic Orchestras,Music,Art Works,ANNANDALE,VA,"To support the Chamber Ensemble Program. The project will comprise a residency with the Ensemble da Camera of Washington, D.C., which will lead coaching sessions, conduct free public master classes, and present concerts. Chamber ensembles will be formed with students from the orchestra's most advanced youth ensembles. The student ensembles will receive ongoing coaching, master class critiques, and will perform with the musicians of Ensemble da Camera.",2015,15000.0,365 days,0.0026118359528481,0.0195278692990541,0.1020228490233421,0.470426857471466,0.3229492902755737,0.0304064881056547,0.0520548447966575,3,community outreach,opera,chamber music,0.330211877822876,0.17184978723526,0.0928190574049949,0.7358928322792053,0.14030635356903076,0.01904594711959362,0.0025176655035465956,0.0025063888169825077,0.09973084926605225,lda_topic_6,"(10000, 20000]","(2502.65, 17385.0]","['support', 'chamber', 'ensemble', 'program', 'project', 'comprise', 'residency', 'ensemble', 'camera', 'lead', 'coach', 'session', 'conduct', 'free', 'public', 'master', 'class', 'present', 'concert', 'chamber', 'ensemble', 'form', 'student', 'orchestra', 'most', 'advanced', 'youth', 'ensemble', 'student', 'ensemble', 'receive', 'ongoing', 'coach', 'master', 'class', 'critique', 'perform', 'musician', 'ensemble', 'camera']"
60,159,159,160,American Youth Philharmonic Orchestras,Music,Art Works,ANNANDALE,VA,"To support the Chamber Ensemble Program. The project will comprise a residency with the Ensemble da Camera of Washington, which will lead coaching sessions, conduct free public master classes, and present concerts. Chamber ensembles will be formed with students from the philharmonic's most advanced youth orchestras. These student ensembles will receive ongoing coaching, master class critiques, and will perform with the musicians of Ensemble da Camera.",2014,10000.0,364 days,0.0026119716931134,0.0489175915718078,0.0987735912203788,0.4678457975387573,0.299480527639389,0.0303098987787961,0.0520606413483619,3,concert series,student education,community outreach,0.3207167387008667,0.3036805391311645,0.1326915323734283,0.7471485137939453,0.12986604869365692,0.019371651113033295,0.0025176701601594687,0.0025063969660550356,0.098589688539505,lda_topic_6,"(0, 10000]","(2502.65, 17385.0]","['support', 'chamber', 'ensemble', 'program', 'project', 'comprise', 'residency', 'ensemble', 'camera', 'lead', 'coach', 'session', 'conduct', 'free', 'public', 'master', 'class', 'present', 'concert', 'chamber', 'ensemble', 'form', 'student', 'philharmonic', 'most', 'advanced', 'youth', 'orchestra', 'student', 'ensemble', 'receive', 'ongoing', 'coach', 'master', 'class', 'critique', 'perform', 'musician', 'ensemble', 'camera']"
61,160,160,161,American Youth Philharmonic Orchestras,Challenge America,Challenge America,ANNANDALE,VA,"To support a master class, dress rehearsal, and public performance with the Ahn Trio and members of the American Youth Philharmonic conducted by Daniel Spalding. All activities are scheduled to take place at the George Mason University Center for the Arts and will be targeted to engage economically disadvantaged middle school students.",2013,10000.0,89 days,0.0040299617685377,0.1108007952570915,0.2229679971933365,0.5125234127044678,0.0192771460860967,0.0104260873049497,0.1199745684862136,3,opera,community outreach,covid relief,0.6080897450447083,0.0819186046719551,0.0622474700212478,0.20882733166217804,0.2655235826969147,0.10896062105894089,0.0039035941008478403,0.0038853823207318783,0.4088994860649109,lda_topic_5,"(0, 10000]","(2502.65, 17385.0]","['support', 'master', 'class', 'dress', 'rehearsal', 'public', 'performance', 'trio', 'member', 'american', 'youth', 'conduct', 'spalde', 'activity', 'schedule', 'take', 'place', 'art', 'target', 'engage', 'economically', 'disadvantaged', 'middle', 'school', 'student']"
62,163,163,164,Anchorage Symphony Orchestra,Music,Grants for Arts Projects,Anchorage,AK,To support general operating costs in response to the COVID-19 pandemic.,2021,10000.0,394 days,0.6064944863319397,0.0681836456060409,0.1321080774068832,0.0959785357117652,0.0466853789985179,0.023263081908226,0.0272868424654006,7,covid relief,composer commission,cultural diversity,0.2084437757730484,0.1824960708618164,0.1028216481208801,0.02266789972782135,0.05061997100710869,0.0567895844578743,0.7558023929595947,0.011350899003446102,0.10276927053928375,lda_topic_3,"(0, 10000]","(2502.65, 17385.0]","['support', 'general', 'operating', 'cost', 'response', 'covid', 'pandemic']"
63,164,164,165,Anchorage Symphony Orchestra,Music,Art Works,Anchorage,AK,To support general operating costs in response to the COVID-19 pandemic.,2020,15000.0,394 days,0.6064926981925964,0.0681835636496543,0.1321098953485489,0.0959785208106041,0.0466853752732276,0.0232630800455808,0.0272868406027555,7,covid relief,composer commission,cultural diversity,0.1952084749937057,0.1751568019390106,0.1177654191851615,0.02266790345311165,0.05062001943588257,0.05678916350007057,0.755803108215332,0.011350899934768677,0.10276894271373749,lda_topic_3,"(10000, 20000]","(2502.65, 17385.0]","['support', 'general', 'operating', 'cost', 'response', 'covid', 'pandemic']"
64,165,165,166,Anchorage Symphony Orchestra,"Coronavirus Aid, Relief, and Economic Security (CARES) Act","Coronavirus Aid, Relief, and Economic Security (CARES) Act",Anchorage,AK,To support personnel costs in response to the COVID-19 pandemic.,2020,50000.0,517 days,0.5653010606765747,0.0750776678323745,0.1473097950220108,0.1056965962052345,0.0511973910033702,0.0255030300468206,0.0299144368618726,7,composer commission,covid relief,cultural diversity,0.1913666874170303,0.1627183556556701,0.1438687294721603,0.025387104600667953,0.056781232357025146,0.06378734856843948,0.7256618738174438,0.012710539624094963,0.11567188799381256,lda_topic_3,"(40000, 50000]","(46855.0, 61590.0]","['support', 'personnel', 'cost', 'response', 'covid', 'pandemic']"
65,166,166,167,Anchorage Symphony Orchestra,Music,Art Works,Anchorage,AK,"To support Young People's Concerts. Concerts will be performed for elementary school students in Anchorage, and the orchestra will create study materials for classroom instructors. The symphony also will offer workshops for teachers so they can prepare students for the concert experience.",2019,15000.0,395 days,0.0039477352984249,0.0278982538729906,0.2932727038860321,0.6370481252670288,0.0182286836206913,0.0090224100276827,0.0105820782482624,3,composer commission,operations jobs,covid relief,0.1957854479551315,0.1660934835672378,0.1421866118907928,0.00789214950054884,0.8366014957427979,0.021334609016776085,0.003898624097928405,0.0038806661032140255,0.1263924539089203,lda_topic_1,"(10000, 20000]","(2502.65, 17385.0]","['support', 'young', 'people', 'concert', 'concert', 'perform', 'elementary', 'school', 'student', 'anchorage', 'orchestra', 'create', 'study', 'material', 'classroom', 'instructor', 'symphony', 'also', 'offer', 'workshop', 'teacher', 'prepare', 'student', 'concert', 'experience']"
66,167,167,168,Anchorage Symphony Orchestra,Music,Art Works,Anchorage,AK,"To support Young People's Concerts. In an effort to encourage participation in school instrumental music programs, concerts will be performed for elementary school students. Working in collaboration with Anchorage School District music educators, the orchestra will create study materials for classroom instructors. The symphony also will offer workshops for teachers so they can prepare students for the concert experience.",2018,15000.0,394 days,0.0028023680206388,0.0483008101582527,0.2253593802452087,0.6892371773719788,0.020384095609188,0.0064044962637126,0.0075116702355444,3,concert series,community outreach,cultural diversity,0.6198430061340332,0.1017453223466873,0.0534488782286644,0.005459715146571398,0.8903346061706543,0.04821920022368431,0.002709588734433055,0.00269704801030457,0.05057982727885246,lda_topic_1,"(10000, 20000]","(2502.65, 17385.0]","['support', 'young', 'people', 'concert', 'effort', 'encourage', 'participation', 'school', 'instrumental', 'music', 'program', 'concert', 'perform', 'elementary', 'school', 'student', 'work', 'collaboration', 'anchorage', 'school', 'district', 'music', 'educator', 'create', 'study', 'material', 'classroom', 'instructor', 'symphony', 'also', 'offer', 'workshop', 'teacher', 'prepare', 'student', 'concert', 'experience']"
67,168,168,169,Anchorage Symphony Orchestra,Music,Art Works,Anchorage,AK,"To support Young People's Concerts. In an effort to encourage participation in school instrumental music programs, concerts will be performed for elementary school students. Working in collaboration with Anchorage School District music educators, the orchestra will create study materials for classroom instructors. Teacher workshops also will be offered to prepare students for the concert experience.",2017,15000.0,394 days,0.0028717822860926,0.0496594347059726,0.2104193568229675,0.700861394405365,0.0219271685928106,0.0065631498582661,0.0076977307908236,3,festival,concert series,community outreach,0.3519206643104553,0.2058494240045547,0.1011123806238174,0.005578591022640467,0.8944336175918579,0.04710591211915016,0.0027802493423223495,0.002767288126051426,0.04733430966734886,lda_topic_1,"(10000, 20000]","(2502.65, 17385.0]","['support', 'young', 'people', 'concert', 'effort', 'encourage', 'participation', 'school', 'instrumental', 'music', 'program', 'concert', 'perform', 'elementary', 'school', 'student', 'work', 'collaboration', 'anchorage', 'school', 'district', 'music', 'educator', 'create', 'study', 'material', 'classroom', 'instructor', 'teacher', 'workshop', 'also', 'offer', 'prepare', 'student', 'concert', 'experience']"
68,169,169,170,Anchorage Symphony Orchestra,Music,Art Works,Anchorage,AK,"To support Young People's Concerts. In an effort to encourage participation in school instrumental music programs, concerts will be performed for elementary school students. Working in collaboration with Anchorage School District music educators, the orchestra will create study materials for classroom instructors. Teacher workshops also will be offered to prepare students for the concert experience.",2016,15000.0,364 days,0.0028717827517539,0.0496594607830047,0.2104157209396362,0.7008621096611023,0.0219300705939531,0.0065631503239274,0.0076977312564849,3,concert series,community outreach,composer commission,0.2702905535697937,0.2142016440629959,0.1251028776168823,0.005578592419624329,0.8944354057312012,0.047105900943279266,0.002780249575152993,0.0027672883588820696,0.04733254760503769,lda_topic_1,"(10000, 20000]","(2502.65, 17385.0]","['support', 'young', 'people', 'concert', 'effort', 'encourage', 'participation', 'school', 'instrumental', 'music', 'program', 'concert', 'perform', 'elementary', 'school', 'student', 'work', 'collaboration', 'anchorage', 'school', 'district', 'music', 'educator', 'create', 'study', 'material', 'classroom', 'instructor', 'teacher', 'workshop', 'also', 'offer', 'prepare', 'student', 'concert', 'experience']"
69,170,170,171,Anchorage Symphony Orchestra,Music,Art Works,Anchorage,AK,"To support Young People's Concerts. In an effort to inspire participation in school instrumental music programs, concerts will take place for elementary school students. Working in collaboration with Anchorage School District music educators, the orchestra will create study materials for classroom instructors. Teacher workshops also will be offered to prepare students for the concert experience.",2015,15000.0,304 days,0.0028024762868881,0.0474931001663208,0.2149460464715957,0.6514657139778137,0.0209793094545602,0.0064047784544527,0.0559085346758365,3,festival,chamber music,concert series,0.2863847315311432,0.208956778049469,0.1222631782293319,0.005426847375929356,0.8683858513832092,0.04976339265704155,0.002709592692553997,0.0026969658210873604,0.07101728767156601,lda_topic_1,"(10000, 20000]","(2502.65, 17385.0]","['support', 'young', 'people', 'concert', 'effort', 'inspire', 'participation', 'school', 'instrumental', 'music', 'program', 'concert', 'take', 'place', 'elementary', 'school', 'student', 'work', 'collaboration', 'anchorage', 'school', 'district', 'music', 'educator', 'create', 'study', 'material', 'classroom', 'instructor', 'teacher', 'workshop', 'also', 'offer', 'prepare', 'student', 'concert', 'experience']"
70,171,171,172,Anchorage Symphony Orchestra,Music,Art Works,Anchorage,AK,"To support Young People's Concerts. In an effort to inspire participation in school instrumental music programs, concerts will take place for students. Teacher workshops will be offered and cross-curriculum study materials will be produced in preparation for the concerts.",2014,10000.0,241 days,0.0039449897594749,0.0267418008297681,0.3500552475452423,0.4706016778945923,0.0269544050097465,0.0090145654976367,0.1126873046159744,3,chamber music,concert series,covid relief,0.3109099864959717,0.23942631483078,0.0838805064558982,0.007808867841959,0.7926320433616638,0.020969413220882416,0.0038985912688076496,0.003880371106788516,0.17081069946289062,lda_topic_1,"(0, 10000]","(2502.65, 17385.0]","['support', 'young', 'people', 'concert', 'effort', 'inspire', 'participation', 'school', 'instrumental', 'music', 'program', 'concert', 'take', 'place', 'student', 'teacher', 'workshop', 'offer', 'cross', 'curriculum', 'study', 'material', 'produce', 'preparation', 'concert']"
71,178,178,179,"Apollo's Fire, The Cleveland Baroque Orchestra",Music,Grants for Arts Projects,CLEVELAND,OH,"Purpose: To support a tour of choral concerts including video recording and related educational activities. Additional Project Description: The concerts, titled ""Exile and Resilience: The Music of the Jewish and African Diasporas"", are scheduled in Cleveland, Akron, Chicago, New York City, and San Francisco. Inspiration for the concerts will be taken from the Jewish and African traditions, two peoples who were stolen from their homelands and enslaved in faraway lands. Educational activities may include pre-concert talks, a panel discussion, family concerts, and workshops in public schools. The video recording will be accessible on YouTube.com. Intended Beneficiaries: Audiences in Ohio, Illinois, New York, and San Francisco will benefit from the project. Intended Outcome: Beneficiaries access arts activities and programming.",2023,30000.0,89 days,0.0175984501838684,0.0122405067086219,0.3377615213394165,0.0952617153525352,0.1101066619157791,0.2822356820106506,0.1447954624891281,2,chamber music,festival,community outreach,0.3247735500335693,0.2459267228841781,0.1273392885923385,0.003179475199431181,0.009004632942378521,0.07321997731924057,0.0015867879847064614,0.0015794334467500448,0.9114296436309814,lda_topic_5,"(20000, 30000]","(17385.0, 32120.0]","['purpose', 'support', 'tour', 'choral', 'concert', 'include', 'video', 'recording', 'related', 'educational', 'activity', 'additional', 'project', 'description', 'concert', 'title', 'exile', 'resilience', 'music', 'jewish', 'african', 'diaspora', 'schedule', 'inspiration', 'concert', 'take', 'jewish', 'african', 'tradition', 'people', 'steal', 'homeland', 'enslave', 'faraway', 'land', 'educational', 'activity', 'include', 'pre', 'concert', 'talk', 'panel', 'discussion', 'family', 'concert', 'workshop', 'public', 'school', 'video', 'recording', 'accessible', 'youtube', 'com', 'intend', 'beneficiary', 'audience', 'benefit', 'project', 'intend', 'outcome', 'beneficiary', 'access', 'art', 'activity', 'programming']"
72,179,179,180,"Apollo's Fire, The Cleveland Baroque Orchestra",Music,Grants for Arts Projects,CLEVELAND,OH,"Purpose: To support a series of concerts of early music on period instruments with related educational activities. Additional Project Description: The series will celebrate the music of Mozart and his French-African counterpart, Joseph de Bologne, Chevalier de Saint-Georges. Concerts will take place in Cleveland and Akron, Ohio, and Chicago, Illinois, and may feature guest violinist Rachel Barton Pine. Performances also will be available online through a virtual series. Educational activities will include family and school concerts, a masterclass, pre-concert talks, and post-concert question-and-answer sessions. Intended Beneficiaries: Programming will serve in-person audiences in northeastern Ohio and Chicago as well as audiences worldwide through the virtual series. Intended Outcome: Beneficiaries engage with the arts.",2022,40000.0,180 days,0.0016585979610681,0.0526388883590698,0.3250810503959656,0.1574225574731826,0.0548859685659408,0.2707574665546417,0.1375554203987121,2,concert series,composer commission,community outreach,0.5484538078308105,0.1530366837978363,0.1314119845628738,0.0031245299614965916,0.0556069053709507,0.008776001632213593,0.0015610915143042803,0.0015538765583187342,0.9293776154518127,lda_topic_5,"(30000, 40000]","(32120.0, 46855.0]","['purpose', 'support', 'series', 'concert', 'early', 'music', 'period', 'instrument', 'relate', 'educational', 'activity', 'additional', 'project', 'description', 'series', 'celebrate', 'music', 'mozart', 'french', 'african', 'saint', 'george', 'concert', 'take', 'place', 'feature', 'guest', 'performance', 'also', 'available', 'online', 'virtual', 'series', 'educational', 'activity', 'include', 'family', 'school', 'concert', 'masterclass', 'pre', 'concert', 'talk', 'post', 'concert', 'question', 'answer', 'session', 'intend', 'beneficiary', 'programming', 'serve', 'person', 'audience', 'northeastern', 'as', 'well', 'audience', 'worldwide', 'virtual', 'series', 'intend', 'outcome', 'beneficiary', 'engage', 'art']"
73,180,180,181,"Apollo's Fire, The Cleveland Baroque Orchestra",Music,Grants for Arts Projects,CLEVELAND,OH,To support general operating costs in response to the COVID-19 pandemic.,2021,35000.0,180 days,0.606492280960083,0.0681836158037185,0.1321102529764175,0.0959785208106041,0.0466853752732276,0.0232630800455808,0.0272868406027555,7,concert series,composer commission,community outreach,0.4938383400440216,0.2503489255905151,0.1083963811397552,0.02266790345311165,0.050620000809431076,0.0567898154258728,0.7558018565177917,0.011350899934768677,0.10276951640844345,lda_topic_3,"(30000, 40000]","(32120.0, 46855.0]","['support', 'general', 'operating', 'cost', 'response', 'covid', 'pandemic']"
74,181,181,182,"Apollo's Fire, The Cleveland Baroque Orchestra",Music,Art Works,CLEVELAND,OH,"To support performances of an early music program on period instruments with related educational activities. The program, titled O Jerusalem! Crossroads of Three Faiths, will blend music from the Jewish, Christian, Arab, and Armenian quarters of the city. Community engagement activities will include pre-concert talks led by scholars and orchestra musicians. Performances will take place in Akron and Cleveland, Ohio; New York, New York; and Evanston, Illinois.",2020,40000.0,90 days,0.003103430615738,0.0372802689671516,0.2889741659164428,0.4148272573947906,0.0520572401583194,0.0072086816653609,0.1965489834547042,3,chamber music,festival,concert series,0.4629881381988525,0.2577797174453735,0.0896050706505775,0.005901270546019077,0.07822166383266449,0.016004858538508415,0.0029385501984506845,0.002924953121691942,0.8940086960792542,lda_topic_5,"(30000, 40000]","(32120.0, 46855.0]","['support', 'performance', 'early', 'music', 'program', 'period', 'instrument', 'relate', 'educational', 'activity', 'program', 'title', 'crossroad', 'faith', 'blend', 'music', 'jewish', 'christian', 'armenian', 'quarter', 'city', 'community', 'engagement', 'activity', 'include', 'pre', 'concert', 'talk', 'lead', 'scholar', 'musician', 'performance', 'take', 'place']"
75,182,182,183,"Apollo's Fire, The Cleveland Baroque Orchestra",Music,Art Works,CLEVELAND,OH,"To support performances of Bach's Mass in B Minor on period instruments with related educational activities. As many as four performances will take place, in addition to interactive Family Concerts about the Bach family, lectures by a visiting scholar, a panel discussion, and a baroque trumpet master class for conservatory students. The project will include a performance at the Baldwin Wallace Bach Festival in Berea, Ohio.",2019,35000.0,150 days,0.0028707697056233,0.0765311792492866,0.3048154711723327,0.2761672437191009,0.2015022337436676,0.0066840895451605,0.131428986787796,2,concert series,community outreach,chamber music,0.4141318798065185,0.2281143069267273,0.2232813984155655,0.005814023315906525,0.14571252465248108,0.217731773853302,0.00278149894438684,0.0027685584500432014,0.6251916289329529,lda_topic_5,"(30000, 40000]","(32120.0, 46855.0]","['support', 'performance', 'bachs', 'mass', 'minor', 'period', 'instrument', 'relate', 'educational', 'activity', 'as', 'many', 'performance', 'take', 'place', 'addition', 'interactive', 'family', 'concert', 'bach', 'family', 'lecture', 'visit', 'scholar', 'panel', 'discussion', 'baroque', 'trumpet', 'master', 'class', 'conservatory', 'student', 'project', 'include', 'performance', 'festival']"
76,183,183,184,"Apollo's Fire, The Cleveland Baroque Orchestra",Music,Art Works,CLEVELAND,OH,"To support a semi-staged production and tour of Monteverdi's opera, ""L'Orfeo."" Performances are scheduled to take place in Cleveland, Ohio; Ann Arbor, Michigan; and in Berkeley and Sonoma, California. The landmark opera of 1607, based on the Greek legend of Orpheus and Eurydice, is considered the earliest work in operatic history that is regularly performed today. The new production will feature as many as 44 performers including soloists, strings, sackbuts, lutes, recorders, renaissance harp, chorus, and period dancers. Artistic Director Jeannette Sorrell will conduct from the harpsichord. Educational activities may include pre- and post-concert discussions, workshops, and master classes.",2018,35000.0,119 days,0.0021279256325215,0.281825840473175,0.2436487972736358,0.1637511402368545,0.0732817873358726,0.0628474354743957,0.1725170761346817,1,chamber music,festival,concert series,0.2733948528766632,0.2416230589151382,0.117609679698944,0.004077098332345486,0.05169543996453285,0.41847217082977295,0.0019704641308635473,0.001961387461051345,0.5218234658241272,lda_topic_5,"(30000, 40000]","(32120.0, 46855.0]","['support', 'semi', 'stage', 'production', 'tour', 'opera', 'lorfeo', 'performance', 'schedule', 'take', 'place', 'opera', 'base', 'greek', 'legend', 'eurydice', 'consider', 'early', 'work', 'operatic', 'history', 'regularly', 'perform', 'today', 'new', 'production', 'feature', 'as', 'many', 'performer', 'include', 'soloist', 'string', 'sackbut', 'recorder', 'chorus', 'period', 'dancer', 'artistic', 'director', 'conduct', 'harpsichord', 'educational', 'activity', 'include', 'pre', 'post', 'concert', 'discussion', 'workshop', 'master', 'class']"
